pair_ID	resume	jd	score
846	Developed RMAN scripts for database backup and recovery for both RACand standalone instances.	"Experience with performance tuning, backup/recovery, and scalability/capacity planning"	two
847	"Designed/developed tables, views, various SQL queries, stored procedures,functions"	"Deep knowledge and experience in designing and maintaining relational databases including PostgreSQL, MySQL, Oracle"	one
848	"Setting up a new frontend project, with React and graphQL.Worked with React Native on the Metro app"	"Development expertise in OOP, Java, JavaScript, Web services, Scripting languages, and modern MVC/MVM Frameworks (React.JS, Angular, Vue, etc."	two
849	Involved in maintaining applications in production environment	Experience running and maintaining a twofourx7 Internet-scale production environment	four
850	"Experience in Apache Spark, Hadoop tools in analysis of data"	"Experience in diving deep into telemetry, metrics and usage data with help of data analytics tools"	two
851	It's all about user experience and accessibility. A passionate lifelonglearner	Ability to use that data to justify your insights and improve user experience	four
852	Managed a team of five frontend engineers	Experience managing and growing frontend engineers	three
853	"Work Experience with SME's , Product owners,delievry Managers"	A track record of communicating well with executives and non-technical leaders	three
854	"Worked on optimization of usability performance , several cross -browser compatibility"	"You understand the design aspects of usability, performance, internationalization and localization, cross-browser compatibility, obfuscation and optimization."	three
855	Experience with collaboration of UI designers on interactivity	You work in collaboration with UI designers on application interface and interactivity.	four
856	"I am a front-end developer with prior experience. My currentfocus is with Typescript, React and UX design.started in two0onetwo withRuby on Rails, and have worked on various web based projects"	You have a working knowledge of UI design principles and are able to apply style guides to new interfaces.	four
857	Experieince in troubleshooting web applications	You understand how to troubleshoot web applications.	five
858	High expertise in responsive design and mobile development.Implemented test code in Git	"You recognize and adopt best practices in software development: design, testing, version control,"	three
859	"Expert in front-end technologies and development: HTML, CSS and Javascript."	"You write high quality, maintainable, and robust frontend code, often in Javascript with HTML and CSS."	five
860	"Experience with backend architectures like Python,Java"	"You have working knowledge of relational databases and backend architecture and languages (Java, Python, or C++)"	three
861	"Expert in cross plateform compatibility, javascript, Ruby on rails,HTMLfive,CSSthree or SVG"	"You have a working knowledge of the latest UI technologies, frameworks and concepts including HTML five, React/Angular/Vue, REST, AJAX, and responsive design."	four
862	At Urlist I was developing the Urlist single-page web application. It's basedon Backbone.js. I also wrote some of the first mobile apps for the new FirefoxOS from Mozilla	You can define APIs and integrate them into usable web applications.	three
863	handle the visual presentation and functionality of web pages and applications for visually impaired users	You design and implement features that enable screen readers to interpret what is displayed on the screen for a visually impaired user.	four
864	I specialize in strategic design of web applications and user-experience online	You recognize and utilize user interface design patterns to solve business problems with highly accessible and usable web applications.	one
865	Developed applications as per the needs of users	You build an understanding of what users do and why they do it to ensure the solution meets their needs and is fit for purpose	three
866	"Worked closely with SME, Product owners,UX designers"	"Work closely with senior engineers, UX designers, and product managers to develop friendly UI experiences."	four
867	We always worked with the latest and greatest tools and methodologies to achieve best technical design	Work closely with engineers to architect and develop the best technical design.	five
868	Worked on frontend of a fastgrowing AWS service	Develop/maintain operational rigor for the frontend of a fast-growing AWS service	four
869	Collaborated with various customers	Engage with customers and other AWS partners	three
870	Experience analyzing web or digital marketing metrics	Experience establishing and leveraging web analytics.	three
871	"Expertise on ull software development life cycle,ource control management, build processes, testing, and operations"	"Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations"	four
872	Worked on complete scope of fast growing full stack development projects	Ability to take a project from scoping requirements through actual launch of the project.	two
873	Managed a technical team of frontend engineers	"Experience in communicating with users, other technical teams, and management to collect requirements, describe software product features, and technical designs."	two
874	Expert in full stack development	Deep hands-on technical expertise in full-stack development	four
875	"Expertise on mobile and web development in html,CSS,Javascript"	"Familiar emerging trends in desktop, web, and mobile app development"	four
876	Deployed several deliverables in testing environmentand AWS	"Experience with deployments, dev ops, and / or AWS"	four
877	"have worked on various web based projectsever since: delivery platform, CMS systems, school administrationsoftware, travel platform, video platform for conferences, and manywebsites"	Experience as a member of a UI design team participating in the complete product development lifecycle of successfully launched applications	two
878	I have three+ years of work experience on web development	"three+ years of overall software development experience, with an emphasis on web applications"	four
879	"Built Applications using different protocols like HTTP,Rest services"	"Understanding of web services technologies such as SOAP, HTTP, WSDL, XSD, and REST"	three
880	I enjoy technical challenges and have worked in numerousprofessional fields	"Genuinely excited about technology, have a strong interest in learning about and playing with the latest technologies and building compelling web applications and UI"	three
881	"Good Experience driving software projects, including design and implementation and delivery/deployment."	"Experience driving software projects, including design and implementation and delivery/deployment."	four
882	Passionate in developing web interfaces	"Passion for creating efficient, scalable web interfaces"	four
883	Worked on machine learning frameworks like Tensorflow in python	"Frameworks and Infrastructure with tools like Apache MxNet and TensorFlow,"	three
884	"Implemented machine learning models in AWS ECtwo,AWS Sage Maker"	Machine Learning Platforms such as Amazon SageMaker for data scientists	five
885	Worked on amazon Rekognition to quickly add intelligence to applications with a simple API call	"API-driven Services like Amazon Lex, Amazon Polly, Amazon Transcribe, Amazon Comprehend, and Amazon Rekognition to quickly add intelligence to applications with a simple API call"	three
886	"Implemented Machine learning models in AWS ECtwo,AWS Sage Maker"	"Work with customers’ development and data science teams to deeply understand their business and technical needs and design ML solutions that make the best use of AWS SageMaker, the AWS AI Services and the AWS cloud platform."	three
887	AWS SageMaker services teams to provide customer driven product improvement feedback	Act as a technical liaison between customers and the AWS SageMaker services teams to provide customer driven product improvement feedback	three
888	Have Contributed to the development and support of an AWS internal community of ML	Contribute to the development and support of an AWS internal community of ML related subject matter experts	three
889	"Evangelise AWS ML services and share best practices through forums such as AWS blogs, whitepapers, reference architectures"	"Thought Leadership – Evangelise AWS ML services and share best practices through forums such as AWS blogs, whitepapers, reference architectures and public-speaking events such as AWS Singapore Summit, AWS re:Invent, etc."	three
890	five+ years professional experience in software development in languages related to ML like Python or R.	five+ years professional experience in software development in languages related to ML like Python or R. Experience working with RESTful API and general service-oriented architectures	three
891	"three+ years of experience in technical architecture, design, deployment and operations for AI platforms"	"three+ years of experience in technical architecture, design, deployment and operations for AI platforms, standards, protocols and devices"	four
892	"three+ years of experience with one or more Deep Learning frameworks such as Apache MXNet, TensorFlow"	"three+ years of experience with one or more Deep Learning frameworks such as Apache MXNet, TensorFlow, Caffetwo, Keras, Microsoft Cognitive Toolkit, Torch and Theano"	four
893	"Deliver compelling presentations, product demos, roadmap reviews, sample solutions and discussions to drive adoption of AI on AWS"	"Deliver compelling presentations, product demos, roadmap reviews, sample solutions and discussions to drive adoption of AI on AWS"	four
894	"Architect advanced solutions leveraging AWS services like ECtwo, Sthree, SPOT, and ML related services,"	"Architect advanced solutions leveraging AWS services like ECtwo, Sthree, SPOT, and ML related services, working closely with our customers to deeply understand their business needs and to design technical solutions that take advantage of the AWS Cloud platform."	two
895	"Demonstrate the viability of each solution through mechanisms like proof-of-concepts, prototypes and pilots including applied research activities"	"Demonstrate the viability of each solution through mechanisms like proof-of-concepts, prototypes and pilots including applied research activities that bring early-stage products to market."	three
896	"Develop best practices documentation, and develop a strong go-to-market technical strategy"	"Develop best practices documentation, and develop a strong go-to-market technical strategy."	three
897	Worked in Agile ecosystem as a QA engineer	Understanding how all elements of the system software ecosystem work together and developing QA approaches that fit the overall strategy	two
898	Involved in development and testing of several test cases	Responsible for development of test strategies and creation of appropriate test harnesses	three
899	Supervised execution and monitoring of test cases	"Overseeing the development and execution of test plans, monitoring and reporting on test execution and quality metrics"	three
900	Managed a team of quality analysts to deliver high quality products	Working with a team of quality engineering professionals to ensure the highest quality product delivery	four
901	Worked as a onsite coordinator to manage team from offshore for signoff of the test cases	Coordinating with offshore Quality Service team and Alexa International Quality team on test execution and sign-off	four
902	five+ years of experience as quality assurance manager	three+ years of experience managing Quality Assurance Teams	five
903	Having two+ years of experience as manual tester	Experience in manual testing	three
904	Having five+ years of experience with different handheld devices	Experience in handheld devices is desired	three
905	Worked on automation of orders using shell scripting	Knowledge of UNIX environment and Shell scripting is desired.	three
906	"Worked with different programming languages like JAVA,Python for automation"	Experience in Java/Perl/Python based automation and/or user-level	three
907	Analyzed different logged files while testing the application	Ability to understand technical specifications and analyze log files	two
908	"Knowledge of different methologies Functional Testing,Performance Testing,Usability Testing on different tools"	Strong knowledge of QA methodology and tools	four
909	Executed different reports based on automation results	"Reporting skills, proficient in creating status reports based on automation results"	three
910	"xperience with standard QA and development tools,"	"Demonstrated expertise in testing methodologies, experience with standard QA and development tools, and the ability to operate within short release cycles"	two
911	"Well versed with Test Documentation (Test Scenario, Test Case, Test Data, Defect Report, and Test Metrics"	"Highly methodical test discipline, applicable to all product UI"	three
912	"Experienced in Manual testing(Web, Mobile), Automation (Selenium, Appium, Robotium) and Performance testing(JMeter)"	Experience with API automation testing including unit test automation frameworks	two
913	"Knowledge of testing applications in Android,ios"	"Experience with Android, iOS or other mobile application development or testing"	four
914	Worked with Unix shell scripting and VM servers	Experience working in a UNIX/Linux environment and utilizing virtual machines	three
915	"Knowledge of open source tools like Selenium, Appium,Jmeter"	Experience with open source tools and resources	four
916	Worked on Eclipse platform	"Experience with make, ANT, and Eclipse development platform"	two
917	one0+ years of expereince in automation testing	7+ years’ experience setting up and/or maintaining automated build system.	four
918	"Expereince in scripting web service in C++, Java, XML languages"	"Familiarity with product development (including C++, Java, XML, messaging protocols, and Web Services), service-oriented architecture"	three
919	Worked with Performance Testing tool [Jmeter] and API Testing	"Experience in testing in multiple platforms like Web, big data testing."	three
920	Managed a team of quality analysts designated in different levels	Ability to communicate cross-functionally and with different levels of management	three
921	"Understanding, Analyzing and Streamlining Test Requirements."	Ability to understand technical specifications and generate test cases from them	two
922	Very good fluency and communication with rest of team from other countries	"Good in communicating with developers and technical leaders, even if they are remote."	three
923	Executed different reports based on automation results	Should be able to generate test reports and dashboards for management communication	three
924	"Experience in desiging BDD framework, Rest Assured"	Experience in designing the automation framework for Web/ Devices	three
925	"Well versed with oops, data structures in my curriculum"	"Computer Science fundamentals in object-oriented design, algorithms, and data structures."	two
926	Worked on Multi-thread programming and analyzed the test cases	Skilled in multi-threaded programming and optimization of game systems and rendering	two
927	Expertise on C++ programming using different auotmation tools	"Design, develop and support multi-player game software using high quality C++ with Unreal engine."	one
928	Worked as a quality assurance engineer for five+ years with good customer experience	Quality and the customer experience are what drives you to help build the services that will support the next game blockbuster	one
929	Knowledge of working in development of several tools	You are passionate about building tools and automation to help developers improve their daily workflow	two
930	Expertise in SQA methodology	Fluency in SQA methodology and tools	four
931	Written scripts for handling all the types Pop-Ups and Frames.	Experience of developing test cases using a scripting language	three
932	Knowledge of TCP/IP protocols	Knowledge of communication protocols and streaming	three
933	Exclusive experience with test design and performance	"Hands-on experience with test planning, test designing and execution, performance and stress testing,"	two
934	"Engineering Professional having about four years of Software Testing experience. Experienced in Manual testing(Web, Mobile), Automation (Selenium, Appium, Robotium) and Performance testing(JMeter)"	"You are a sharp, experienced software engineer with strong problem-solving skills, a solid software testing foundation."	four
935	"Expertise in documenting defects with high level of detail, accuracy and informative recreation steps using Quality Center and JIRA"	"You are a talented, detail, oriented and enthusiastic tester who is passionate about quality and is enthusiastic about the new cutting edge technology offered to consumers."	two
936	"Advanced knowledge in Automation testing using HP-UFT/QTP, HP ALM/Quality Center, Selenium IDE, Selenium Web driver, and proficiency in Java, VB Script"	"You will design, plan, execute and automate tests for software across a variety of n-tier architectures and cutting-edge technologies"	three
937	"five+ years of experience as software quality assurance using languages like shell scripting,Python,XML"	"Basic Qualifications Bachelor's in CS or related field + five years of experience or Master's and four+ years of experience in software quality assurance Knowledge of scripting languages such as SQL, Perl, Python, XML or Ruby"	four
938	Good experience on Core Java with automation testing tool as Selenium	"Ability to write code in C, C++ or Java Familiarity with automation testing tools such as Selenium, QTP, Load Runner or Win Runner"	three
939	Well versed with QA and ability to handle continous improvements	Excellent QA aptitude and ability to drive process improvements	two
940	"Proven ability to analyze business requirement, Functional Design, Specifications and use cases to identify test scenarios, develop Test Cases and Test data"	Ability to understand functional/technical specifications and analyze data	three
941	"Excellent communication, presentation, analytical and interpersonal capabilities and problem solving skills to conduct training and coordinating with customers"	"Strong organizational and problem solving skills with great attention to detail, including the ability to track multiple test executions simultaneously and synthesize the results"	four
942	7+ years of experience in Big Data architectures	five+ years of Big Data systems experience	five
943	Well versed with building infrastructure for test cases	five+ years of building infrastructure for test automation	two
944	five+ years of experience in training and leading a team of 6-7 members	"five+ years of experience managing teams of 6-8 people, including hiring, coaching and growing"	five
945	Studied computer science in bachelors with good analysis and problem solving	"Computer Science fundamentals in object-oriented design, data structures, algorithm design, problem solving, and complexity analysis"	three
946	"Good expertise in JAVA, C#"	"Proficiency in, at least, one modern programming language such as C++, C# and/or Java"	four
947	Worked on AWS ECtwo for implementation of machine leanring in AWS and other tools	"Familiarity with AWS tools for data processing, machine learning and visualization"	three
948	Good expertise in Robotium software	Experience with testing embedded or robotics software	four
949	Very good communication skills with a experience from multidiverse environment	Excellence in technical communications with both technical and non-technical peers	three
950	Previous work experience with a diverse team	Ability to work on a diverse team or with a diverse range of coworkers	four
951	Developed different tools using AWS	Experience building scalable products using Amazon Web Services	four
952	Analyzed different type of data using shell scripting	"Experience in basic data manipulation and analysis, including command-line tools and scripting."	three
953	Worked on REST API's and built fully implemented products	Experience in building REST APIs	three
954	one+ years of experience in different architectures	"one+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems"	one
955	Problem solving abilities using languages like Java	Demonstrated coding and problem solving skills in at least one modern programming language.	two
956	three+ years of experience in Java Language	two+ Experience in at least one OOP language such us Java or Scala	three
957	"three+ years of experience in Python,Perl"	two+ Experience in at least one scripting programming language such as Python/Ruby or Perl.	three
958	Knowledge on big data pipelines	Relevant experience working with big data processing pipelines	three
959	"Implemented data structures using C++, Java"	Ability to design optimised Data structures and algorithms.	three
960	"Worked on Network protocols like Ethernet,CAN"	"Familiar with Automotive Network Protocols such us CAN, LIN, SPI, Ethernet, FlexRay."	three
961	Well versed with Agile & scrum methodologies	Experienced in Agile or Scrum software development methodologies	four
962	Handled project in a efficient way	"Ability to resolve complex issues in creative, efficient, and effective ways"	two
963	Worked in SDK development for Android	Experience in mobile SDK development	three
964	Built Applications using AWS services	Experience on building using Native AWS technologies	three
965	five+ years of experience & Managed a team of engineers	Lead a team of software engineers (front-end or backend) for five+ years	three
966	Developed frontend ar infrastructure software or distributed systems in production environment	Built scalable front-end infrastructure software or distributed systems for commercial online services in a twofourx7 production environment	three
967	"Having 7+ years of work experience in development, and maintenance of web applications"	"Lead the definition, development, and maintenance of web applications for 7+ years"	four
968	"Resolved incoming tickets, troubleshooting problems & managed requirements of application fixes"	"Provide support of incoming tickets, including extensive troubleshooting tasks, with responsibilities covering multiple products, features and services."	three
969	Developed Run book for routine operations to improve the knowledge of new team members	Maintenance - Analysts will work with product team to develop step by step instruction guides for routine operations. Documentation drives consistency and reduces gaps in system knowledge for new and existing team members	three
970	"Highly interative with stake holders, Managers for continous enhancements"	"Operational Excellence - Partner with business stakeholders and Project Managers to proactively identify, drive, build improvements, enhancements, and system customization that solve AWS business needs."	three
971	Worked as an SME shared different ideas for optimal use of these systems	Subject Matter Expert – Develop deep knowledge of the AWS WWRO functions and how they support downstream/upstream systems used by AWS. Act as a trusted adviser for our customers by sharing best practices and requirements for optimal use of these systems.	four
972	Single handedly investigated technical issues	Independently investigate and implement solutions to technical issues	four
973	Investigated root cause analysis of the problems that are recurring	Ability to identify recurring technical issues and propose solutions to address the root of the problems	four
974	Implemented deliverables with actionable solutions	"Experience translating findings into compelling recommendations, polished deliverables, and actionable solutions"	three
975	Well versed with communication and fluency	"Excellent written and oral communication skills,"	four
976	Highly impulsive and passionate to resolve issues when necessary	Willingness to roll up your sleeves and do whatever is necessary	three
977	Knowledge on React front end	Experience with GraphQL/React Native	three
978	Worked in application development in commerce systems	"Understanding of web services, workflow modeling, web application development, and industry-standard commerce systems"	three
979	four+ years of work experience in production & technical support	four+ years overall development/technical support experience	three
980	Knowledge of advanced troubleshooting techniques to resolve customer needs	Apply advanced troubleshooting techniques to provide unique solutions to our customers' individual needs.	four
981	"Expertise on relational database skills like MySQL,PostGRE SQL & streaming services like kafka"	"Exposure to Database Fundamentals and General Troubleshooting (tuning and optimization, deadlocks, keys, normalization) in any Relational Database Engines (MySQL, PostgreSQL, Oracle, SQLServer) OR exposure to search services fundamentals and troubleshooting (indices and JVMMemory analysis and CPU utilization) for key open source products like Elasticsearch and Solr OR exposure to streaming services like Kafka / Kinesis."	three
982	Knowledge in support of business analytics application	"Experience in Business Analytics application, support, and troubleshooting concepts"	four
983	"Well versed with trouble shooting in mutiple platforms like Ubuntu,Redhat"	"Experience with System Administration and troubleshooting with Linux (Ubuntu, CentOS, RedHat) and/or Microsoft Windows Server and associated technologies (Active Directory)"	three
984	"Worked on TCP/IP protocols,DNS in my MBS team"	"Experience with Networking and troubleshooting (TCP/IP, DNS, OSI model, routing, switching, firewalls, LAN/WAN, traceroute, iperf, dig, cURL or related)"	three
985	Knowledge of ETL processes	Familiar with data warehousing and ETL process	five
986	"Worked in analyzing, troubleshooting, and providing solutions to technical issues"	"Experience analyzing, troubleshooting, and providing solutions to technical issues"	four
987	Knowledge on service products like Elasticsearch	"Expertise in Data warehouse (example Redshift, Teradata, Exadata or Snowflake) OR expertise in search services products like Elasticsearch / Solr OR expertise in streaming services like Kafka / Kinesis."	two
988	Expertise with networking protocols	"Strong Networking Skills, with experience in supporting Network Infrastructure."	three
989	"Worked as an system engineer supporting desktop,printers"	"Experience in supporting end-user hardware equipment like Desktop, laptops, Printers and scanners"	three
990	Experience with VPN support cleint system software	"Experience in supporting Windows operating system and Client software like MS Office, VPN"	two
991	having three+ years of experience in Linux administration	Advanced Linux systems administration skills	three
992	"Worked on shell scripting,bash and python"	"Possess Scripting skills or have desire to learn them; specifically Python, Powershell or bash."	five
993	"Certified ITIL professional with clear experience in Incident management,Problem management, change management"	"Knowledgeable in ITIL concepts like Incident management,Problem management, change management and continous service improvement. Strong understanding of support - tickets, monitoring, processes and metrics."	five
994	Trouble shooted multiple systems single handedly	Troubleshoot difficult problems spanning multiple systems without SOPs	three
995	Investigated root cause analysis of the problems that are recurring	Assist root cause analysis of critical issues and problems	four
996	Having practical and theoritical experiene of troubleshooting techniques	Apply theoretical knowledge and troubleshooting techniques to provide solutions to our customer's needs	three
997	Well versed in written and verbal communication skills	"Excellent written and verbal communication skills. Comfortable communicating in person and via phone/e-mail with peers, management, contractors and vendors"	four
998	Good experience with IT terms	Ability to explain complex IT concepts in simple terms	three
999	Managed multiple teams independtly in full implementation of project	Ability to manage and drive high priority projects independently with limited supervision	four
1000	Good experience with customers support	Experience in a customer support environment	four
1001	"Knowledge of analyzing, troubleshooting, and providing solutions to technical issues"	"Experience analyzing, troubleshooting, and providing solutions to technical issues"	four
1002	three+ years of experience in IT support	two+ years’ hands-on IT Support experience in a production environment	four
1003	three+ years of experience on windows administration	two+ years' experience supporting Microsoft Windows 7 or Windows one0	three
1004	"Previous experience on PC repair, troubleshooting,"	"Proven skills in PC repair, troubleshooting, deployment, and liquidation"	three
1005	application support for windows systems	Experience supporting one or more of: Mac OS X or Linux	three
1006	"Knowledge on networking protocols like TCP/IP , DNS"	"Understanding of networking concepts such as DNS, DHCP, Email, HTTP, SSL, OSI Model, and TCP/IP protocols and applications."	three
1007	one+ years of experience with support methodologies	one+ years of experience with support procedures and methodologies	three
1008	one+ years of experience with x86/x6four hardware platforms	one+ years of experience with x86/x6four hardware platforms and components (e.g. five0+ servers)	five
1009	one+ year of experience with large database driven websites	one+ year of experience with large database driven websites and web technologies	four
1010	Certified in RHCA/RHCE	RHCSA/RHCE or equivalent certification	five
1011	Good hardware trouble shooting skills	Excellent hardware troubleshooting skills	four
1012	Worked on Go/No-Go in production systems	Experience writing Go in production systems	three
1013	Experience inComputer Science engineering	Experience in growth engineering or similar product-oriented discipline	two
1014	Experience with interaction of support team	"nteract with PM, QA and support team throughout the product life-cycle"	three
1015	"Worked on multi-threading, parallel processing in JAVA"	"Understanding of OOD, Design patterns, Java internals, multi-threading, parallel processing"	five
1016	"Worked on NoSQL, REST services"	"Experience with in one or more of the following technologies: NoSQL, SOA, REST"	four
1017	Good experience in micro-services	Experience with micro-service approach	four
1018	8+ years of experience in server-side development	At least 8 years’ experience in Java server-side development	three
1019	five+ years building and leading consulting businesses	five+ years in a global hi-tech professional services organization – building and leading consulting businesses	two
1020	"Good experience AWS cloud computing infrastructure (ECtwo, AWS Services etc.)"	"Experience in AWS cloud computing infrastructure (ECtwo, AWS Services etc.)"	five
1021	Experience as a Tech lead / Architect / Hands On team leader	Experience as a Tech lead / Architect / Hands On team leader	five
1022	five+ years of experience in leadning a mutli sized project	"five+ years’ experience leading complex large-scale or multiple mid-sized multi-project programs, including identifying partners and sub-project owners"	four
1023	five+ years applying enterprise scaled Agile/Scrum including as a Scrum Master or Scrum coach	five+ years applying enterprise scaled Agile/Scrum including as a Scrum Master or Scrum coach	five
1024	Worked on several business cases and analytical assessments	"Experience defining project scope, timeline, cost and risk, including building business cases and other analytical assessments"	three
1025	Good customer relationship management	Customer relationship management experience and collaboration skills	three
1026	"three+ years of DevOps, Site Reliability Engineering (SRE), Network Engineering"	"three+ years of DevOps, Site Reliability Engineering (SRE), Network Engineering, or enterprise production experience in similar environments"	two
1027	"Expertise with with Golang ecosystem, Kubernetes operator framework"	"Experience with Golang ecosystem, Kubernetes operator framework and/or client-go"	four
1028	Certified Kubernetes Developer (CKAD) certification	Certified Kubernetes Developer (CKAD) certification	five
1029	"Worked on Java, C++, or C# including object-oriented design."	"Programming experience with at least one modern language such as Golang, Java, C++, or C# including object-oriented design."	three
1030	one+ years of experience contributing to the architecture and design	"one+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems"	two
1031	two+ years of software development experience	two+ years of non-internship professional software development experience	two
1032	Experienced in digital advertising & data analysis	6+ years of experience in digital advertising and client facing roles with a focus on data analysis	three
1033	Implemented machine leanring models for recommendation	Experience using data to make recommendations to clients or customers and or internal partners	three
1034	Good experience on google analytics	Experience with digital advertising solutions such as Google Analytics	three
1035	Good experience with MS office	"MS Office skills: Microsoft Excel, Word, and PowerPoint"	four
1036	Worked with global cleints like Windsor	Must have managed global clients along with owning up their individual performance goals	three
1037	Certified on training assesment tools	"A certification, qualification, or experience in Training assessment tools."	three
1038	Worked in e-commerce digital marketing	Experience in e-commerce or digital marketing	four
1039	"Expertise on Machine Learning models , AI,"	"five years relevant experience, in a highly quantitative field (Machine Learning, AI, Computer Science, Statistics, Mathematics, Operational Research"	two
1040	"Well Versed with R, Weka, SAS, SPSS, Matlab or other statistical/machine learning software"	"Experience with R, Weka, SAS, SPSS, Matlab or other statistical/machine learning software"	three
1041	Worked on data manipulation/analysis libraries such as Scikit-learn and Pandas for analyzing and modeling data	Proficient with using scripting language such as Python and data manipulation/analysis libraries such as Scikit-learn and Pandas for analyzing and modeling data	four
1042	"Experienced in using multiple data science methodologies to solve complex business problems (e.g. statistical analysis, research science, machine learning and deep learning techniques"	"Experienced in using multiple data science methodologies to solve complex business problems (e.g. statistical analysis, research science, machine learning and deep learning techniques, data modeling, regression modeling, financial analysis, demand modeling, etc.)."	four
1043	"Experienced in handling terabyte-sized data sets, diving into data to discover hidden patterns"	"Experienced in handling terabyte-sized data sets, diving into data to discover hidden patterns, using data visualization tools, using SQL and databases in a business environment."	three
1044	"Knowledge on AWS platforms such as Sthree, Glue, Athena, Sagemaker"	"Functional knowledge of AWS platforms such as Sthree, Glue, Athena, Sagemaker"	four
1045	Good understanding of rigorous mathematical concepts	Ability to convey rigorous mathematical concepts and considerations to non-experts	three
1046	Implemented novel approaches in ML models	"Research and implement novel ML and DL approaches, including using FPGA."	two
1047	"Assist with maintaining current build systems, developed build scripts, and maintained source control in GIT and SVN Responsible for CI environments (Jenkins, Nexus, Sonar)."	Implement Gitlab Runner (Candidate should be aware of different types of runner & how does work in CI/CD)	five
1048	Having a knowledge on Administering Continuous Integration (CI).	Implement Gitlab Runner (Candidate should be aware of different types of runner & how does work in CI/CD)	five
1049	Hands on experience in installing and administrating CI tools like Hudson/Jenkins &Subversion.	Implement Gitlab Runner (Candidate should be aware of different types of runner & how does work in CI/CD)	five
1050	"Environment: Chef, Ansible, GIT, Subversion (SVN), Openshift enterprise OSE, Jenkins, Java/JtwoEE, MAVEN, Nexus, Adobe experience manager(AEM), Shell Scripts, Bash scripts, Linux (RHEL), Apache web servers."	Should have Linux Infrastructure Background	four
1051	"Environment: Chef, Ansible, GIT, Subversion (SVN), Openshift enterprise OSE, Jenkins, Java/JtwoEE, MAVEN, Nexus, Adobe experience manager(AEM), Shell Scripts, Bash scripts, Linux (RHEL), Apache web servers."	Shell Scripting & YAML – Strong Clarity	four
1052	"Environment: Chef, Ansible, GIT, Subversion (SVN), Openshift enterprise OSE, Jenkins, Java/JtwoEE, MAVEN, Nexus, Adobe experience manager(AEM), Shell Scripts, Bash scripts, Linux (RHEL), Apache web servers."	"A good understanding on Linux environments, commands & shell scripting (must have requirement)"	four
1053	"Assist with maintaining current build systems, developed build scripts, and maintained source control in GIT and SVN Responsible for CI environments (Jenkins, Nexus, Sonar)."	Hands-on experience on GITLAB CI/CD implementation in devops	five
1054	"Responsible for Development, QA, SYSTEM, UAT, STAGING, BREAKFIX, PRODUCTION Builds and deployment environment setup"	Good understanding on Devops concepts & best practice with real hands-on in any production system	five
1055	"Architect, Quality control"	Good to have infrastructure provisioning experience for a large-scale system	three
1056	"IT Automation Tool: CFEnginethree (SME), SaltStack, Jenkins MV & LV Power Systems, HVAC, Fibre Optic, Allen Bradley PLC, MATLAB for Control Systems, Digital Electronics, Circuit Design, Logic Design, Processor Architecture"	"Technical Experience : : Deployment, automation, management, and maintenance of AWS cloud-based system Ensuring availability, performance, security, and scalability of AWS systems Definition and deployment of systems for metrics, logging, and monitoring on AWS platform"	five
1057	AWS product knowledge.	"Technical Experience : : Deployment, automation, management, and maintenance of AWS cloud-based system Ensuring availability, performance, security, and scalability of AWS systems Definition and deployment of systems for metrics, logging, and monitoring on AWS platform"	four
1058	Develop automation framework for public cloud infrastructure deployments.	"Deployment, automation, management, and maintenance of AWS cloud-based system Ensuring availability, performance, security, and scalability of AWS systems Definition and deployment of systems for metrics, logging, and monitoring on AWS platform"	five
1059	Develop automation framework for public cloud infrastructure deployments.	Strong experience setting up and deploying CI/CD pipelines	five
1060	Develop automation framework for public cloud infrastructure deployments.	"Strong experience with CI/CD tools like Ansible, Jenkins, TeamCity, Octopus or VSTS"	five
1061	"Perform code reviews, evaluate implementations, and provide feedback for tool improvements."	Code Quality measurement tools like SonarQube	four
1062	"C, C++, Perlscripting, Batch scripting, VB script, PowerShellscripting, SQL,Java/JtwoEE,SoapUI, Ruby Python, Bash,"	Knowledge in any Scripting Languages	five
1063	"Languages: Python, Shell Scripting (Bash & Korn), Perl, HTML"	Knowledge in any Scripting Languages	five
1064	"Customer Service Representative / Sallie Mae - Newark, DE / one0.two0onefour - 0three.two0one8"	Ready for twofourx7 support / on-call support	four
1065	"Operating Systems: UNIX/LINUX, Windows"	"Hands-On experience on Windows server, Linux servers and Web server related tasks."	four
1066	Experience working with Docker container.	Hands-On experience on Containerization (Dockers /Kubernates).	four
1067	"6yearsofexperienceasaBuildand Release DevOpsEngineeringin automating, building, deploying, and releasingofcodefromoneenvironment to otherenvironment."	Work Experience: five to 8 Years	five
1068	Bachelor of Engineering from Geethanjali College of Engineering and Technology passout in two0one6 with 68.08%	Any Graduate (Engineering Graduate preferred with CS / IT background)	four
1069	"DevOps Engineer, 07/two0onefive ? Current"	five + years of experience in Devops Role	five
1070	"DevOps Engineer, 0five/two0one6 to 0five/two0one8"		four
1071	"Conduct systems design, feasibility and cost studies and recommend cost-effective cloud solutions such as Amazon Web Services (AWS)."	"Handson Experience with AWS and DevOps workflows, Could Infra setup"	five
